,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령
5150,2016년 3월 22일 19시,화요일,서울특별시 동대문구 청량리동,중상사고,0,2,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승합,남,41세
5151,2016년 3월 22일 21시,화요일,서울특별시 도봉구 쌍문동,부상신고사고,0,0,0,2,차대차 - 측면직각충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,남,65세,상해없음,승용,남,50세
5152,2016년 3월 23일 08시,수요일,서울특별시 동작구 흑석동,중상사고,0,2,0,0,차대차 - 정면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,여,38세,상해없음,승용,남,38세
5153,2016년 3월 23일 15시,수요일,서울특별시 서초구 우면동,부상신고사고,0,0,0,2,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,38세,상해없음,승용,여,36세
5154,2016년 3월 23일 17시,수요일,서울특별시 강동구 둔촌동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,기타 - 기타,승용,남,64세,상해없음,자전거,남,12세
5155,2016년 3월 24일 08시,목요일,서울특별시 서초구 서초동,부상신고사고,0,0,0,1,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,기타불명,기타불명,기타불명,기타불명,보행자,남,9세
5156,2016년 3월 24일 08시,목요일,서울특별시 은평구 대조동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,30세,상해없음,보행자,남,7세
5157,2016년 3월 24일 13시,목요일,서울특별시 서대문구 북가좌동,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,11세,경상,승용,여,45세
5159,2016년 3월 24일 16시,목요일,서울특별시 성북구 장위동,경상사고,0,0,2,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,41세,상해없음,보행자,여,33세
5160,2016년 3월 24일 17시,목요일,서울특별시 영등포구 문래동6가,부상신고사고,0,0,0,4,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,50세,상해없음,승용,여,33세
5161,2016년 3월 24일 17시,목요일,서울특별시 은평구 갈현동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,53세,상해없음,보행자,남,6세
5162,2016년 3월 24일 19시,목요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,42세,상해없음,보행자,남,9세
5163,2016년 3월 25일 16시,금요일,서울특별시 용산구 보광동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,44세,상해없음,보행자,여,10세
5164,2016년 3월 25일 20시,금요일,서울특별시 도봉구 쌍문동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 기타,맑음,교차로 - 교차로안,승용,여,43세,상해없음,승용,남,40세
5165,2016년 3월 25일 21시,금요일,서울특별시 강동구 성내동,부상신고사고,0,0,0,1,차대차 - 측면직각충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,자전거,여,9세,부상신고,승용,남,58세
5166,2016년 3월 26일 13시,토요일,서울특별시 동작구 대방동,부상신고사고,0,0,0,1,차대차 - 추돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,상해없음,자전거,남,10세
5167,2016년 3월 26일 13시,토요일,서울특별시 송파구 오금동,부상신고사고,0,0,0,1,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,44세,상해없음,자전거,남,12세
5168,2016년 3월 26일 16시,토요일,서울특별시 영등포구 영등포동,중상사고,0,1,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,승용,남,35세
5169,2016년 3월 26일 17시,토요일,서울특별시 양천구 신정동,경상사고,0,0,3,3,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,36세,경상,승용,남,60세
5170,2016년 3월 26일 17시,토요일,서울특별시 노원구 상계동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,26세,상해없음,보행자,남,7세
5171,2016년 3월 26일 18시,토요일,서울특별시 성북구 정릉동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,26세,상해없음,보행자,남,11세
5172,2016년 3월 26일 18시,토요일,서울특별시 마포구 합정동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,64세,상해없음,보행자,여,10세
5173,2016년 3월 26일 18시,토요일,서울특별시 관악구 신림동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,44세,상해없음,승용,여,40세
5174,2016년 3월 26일 19시,토요일,서울특별시 송파구 거여동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,63세,상해없음,보행자,여,8세
5175,2016년 3월 26일 20시,토요일,서울특별시 금천구 가산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,원동기,남,17세,상해없음,보행자,남,9세
5176,2016년 3월 26일 23시,토요일,서울특별시 구로구 신도림동,중상사고,0,2,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,승용,여,35세
5177,2016년 3월 27일 09시,일요일,서울특별시 동작구 노량진동,경상사고,0,0,5,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,51세,경상,승용,남,38세
5178,2016년 3월 27일 17시,일요일,서울특별시 강남구 개포동,중상사고,0,1,2,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승합,남,46세,상해없음,승합,남,30세
5179,2016년 3월 27일 18시,일요일,서울특별시 성동구 행당동,부상신고사고,0,0,0,2,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,34세,부상신고,보행자,남,9세
5180,2016년 3월 27일 19시,일요일,서울특별시 강북구 번동,경상사고,0,0,3,1,차대차 - 측면직각충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,53세,상해없음,승용,남,34세
5181,2016년 3월 28일 08시,월요일,서울특별시 도봉구 쌍문동,중상사고,0,1,0,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,68세,상해없음,보행자,남,9세
5183,2016년 3월 29일 08시,화요일,서울특별시 성동구 도선동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 기타,맑음,단일로 - 기타,승용,남,48세,상해없음,자전거,남,12세
5184,2016년 3월 29일 11시,화요일,서울특별시 서초구 방배동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,68세,경상,승용,여,33세
5185,2016년 3월 29일 14시,화요일,서울특별시 관악구 봉천동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,원동기,남,26세,상해없음,승용,남,42세
5186,2016년 3월 29일 16시,화요일,서울특별시 동작구 흑석동,중상사고,0,1,2,8,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,71세,경상,승용,여,64세
5187,2016년 3월 29일 18시,화요일,서울특별시 동대문구 용두동,부상신고사고,0,0,0,1,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,52세,상해없음,자전거,여,10세
5188,2016년 3월 29일 19시,화요일,서울특별시 노원구 공릉동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,42세,상해없음,보행자,남,7세
5190,2016년 3월 30일 16시,수요일,서울특별시 금천구 시흥동,부상신고사고,0,0,0,1,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,11세,부상신고,승용,남,67세
5191,2016년 3월 30일 16시,수요일,서울특별시 노원구 상계동,중상사고,0,1,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,12세,경상,보행자,여,75세
5192,2016년 3월 30일 17시,수요일,서울특별시 송파구 방이동,경상사고,0,0,2,1,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승합,남,78세,상해없음,승용,여,47세
5193,2016년 3월 30일 18시,수요일,서울특별시 송파구 방이동,경상사고,0,0,2,0,차대사람 - 기타,기타,포장 - 건조,맑음,기타 - 기타,자전거,남,13세,상해없음,보행자,여,65세
5194,2016년 3월 31일 16시,목요일,서울특별시 동대문구 제기동,경상사고,0,0,1,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,54세,상해없음,자전거,남,12세
5195,2016년 3월 31일 17시,목요일,서울특별시 용산구 이태원동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,65세,상해없음,보행자,남,8세
5197,2016년 3월 31일 23시,목요일,서울특별시 중랑구 면목동,경상사고,0,0,5,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,53세,경상,승용,남,42세
5198,2016년 4월 1일 09시,금요일,서울특별시 강동구 고덕동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,31세,상해없음,보행자,남,4세
5199,2016년 4월 1일 17시,금요일,서울특별시 중랑구 면목동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,54세,상해없음,자전거,남,7세
5200,2016년 4월 1일 17시,금요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,11세,경상,승용,여,45세
5201,2016년 4월 1일 19시,금요일,서울특별시 동작구 대방동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,기타불명,기타불명,기타불명,보행자,여,12세
5202,2016년 4월 1일 21시,금요일,서울특별시 서초구 우면동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,50세,상해없음,자전거,남,12세
5203,2016년 4월 2일 09시,토요일,서울특별시 서대문구 북가좌동,경상사고,0,0,1,3,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,35세,상해없음,승용,남,38세
5204,2016년 4월 2일 18시,토요일,서울특별시 강남구 신사동,경상사고,0,0,2,0,차대사람 - 횡단중,안전운전불이행,포장 - 기타,기타,단일로 - 기타,승용,남,49세,상해없음,보행자,여,36세
5205,2016년 4월 2일 21시,토요일,서울특별시 광진구 중곡동,중상사고,0,3,2,1,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,원동기,남,19세,상해없음,승용,남,55세
5206,2016년 4월 3일 11시,일요일,서울특별시 은평구 응암동,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,65세,상해없음,승합,남,59세
5207,2016년 4월 3일 13시,일요일,서울특별시 서초구 서초동,경상사고,0,0,4,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,74세,상해없음,승용,남,46세
5208,2016년 4월 3일 14시,일요일,서울특별시 송파구 잠실동,경상사고,0,0,1,4,차대차 - 측면직각충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,승용,남,30세
5209,2016년 4월 3일 19시,일요일,서울특별시 강남구 대치동,중상사고,0,1,2,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 습기,비,단일로 - 횡단보도상,승용,남,69세,상해없음,보행자,여,27세
5210,2016년 4월 3일 22시,일요일,서울특별시 광진구 구의동,중상사고,0,1,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,69세,상해없음,승용,남,33세
5211,2016년 4월 3일 22시,일요일,서울특별시 성동구 행당동,경상사고,0,0,2,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,33세,상해없음,승용,남,34세
5212,2016년 4월 4일 00시,월요일,서울특별시 강남구 수서동,경상사고,0,0,1,1,차대사람 - 횡단중,신호위반,포장 - 습기,비,교차로 - 교차로안,승용,남,54세,상해없음,보행자,남,28세
5213,2016년 4월 4일 08시,월요일,서울특별시 용산구 한강로3가,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로안,승용,남,65세,상해없음,승용,남,68세
5214,2016년 4월 4일 14시,월요일,서울특별시 강남구 수서동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,단일로 - 기타,자전거,남,59세,기타불명,보행자,남,11세
5215,2016년 4월 4일 15시,월요일,서울특별시 송파구 풍납동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승합,남,50세,상해없음,보행자,여,11세
5216,2016년 4월 4일 16시,월요일,서울특별시 성동구 도선동,경상사고,0,0,4,1,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,54세,경상,승용,남,57세
5217,2016년 4월 4일 17시,월요일,서울특별시 강서구 내발산동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,63세,상해없음,보행자,여,9세
5218,2016년 4월 5일 08시,화요일,서울특별시 마포구 망원동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,보행자,여,10세
5219,2016년 4월 5일 14시,화요일,서울특별시 동작구 흑석동,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,33세,상해없음,승용,여,43세
5220,2016년 4월 6일 09시,수요일,서울특별시 강서구 화곡동,중상사고,0,1,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,보행자,여,61세
5221,2016년 4월 6일 13시,수요일,서울특별시 마포구 창전동,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,48세,상해없음,보행자,여,36세
5222,2016년 4월 6일 16시,수요일,서울특별시 양천구 목동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,60세,상해없음,승용,여,44세
5223,2016년 4월 6일 16시,수요일,서울특별시 양천구 신월동,중상사고,0,1,0,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,35세,상해없음,보행자,남,4세
5224,2016년 4월 6일 17시,수요일,서울특별시 도봉구 창동,경상사고,0,0,1,1,차대차 - 측면충돌,기타,포장 - 건조,맑음,단일로 - 기타,승용,여,72세,상해없음,승용,여,33세
5225,2016년 4월 6일 18시,수요일,서울특별시 송파구 방이동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,61세,상해없음,보행자,여,6세
5227,2016년 4월 7일 09시,목요일,서울특별시 송파구 방이동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,44세,상해없음,보행자,여,2세
5228,2016년 4월 7일 16시,목요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,48세,상해없음,자전거,남,8세
5229,2016년 4월 7일 17시,목요일,서울특별시 성북구 장위동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,54세,기타불명,보행자,남,12세
5230,2016년 4월 7일 17시,목요일,서울특별시 은평구 진관동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,단일로 - 기타,이륜,남,16세,기타불명,보행자,남,8세
5231,2016년 4월 7일 21시,목요일,서울특별시 마포구 합정동,중상사고,0,1,1,0,차대차 - 측면직각충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승용,여,41세
5232,2016년 4월 8일 08시,금요일,서울특별시 영등포구 양평동3가,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,21세,상해없음,보행자,남,11세
5233,2016년 4월 8일 09시,금요일,서울특별시 성동구 성수동1가,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,61세,상해없음,승용,여,31세
5234,2016년 4월 8일 15시,금요일,서울특별시 마포구 연남동,경상사고,0,0,1,0,차대차 - 정면충돌,불법유턴,포장 - 건조,맑음,단일로 - 기타,자전거,남,12세,경상,승용,여,54세
5235,2016년 4월 8일 15시,금요일,서울특별시 강서구 가양동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,70세,상해없음,보행자,여,8세
5236,2016년 4월 8일 18시,금요일,서울특별시 도봉구 창동,경상사고,0,0,1,0,차대사람 - 차도통행중,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,62세,상해없음,보행자,남,4세
5237,2016년 4월 8일 21시,금요일,서울특별시 마포구 공덕동,중상사고,0,2,2,3,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,남,36세
5238,2016년 4월 8일 21시,금요일,서울특별시 송파구 가락동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,이륜,남,41세,상해없음,보행자,남,10세
5239,2016년 4월 9일 12시,토요일,서울특별시 중랑구 면목동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,46세,상해없음,보행자,남,8세
5240,2016년 4월 9일 13시,토요일,서울특별시 서대문구 북가좌동,경상사고,0,0,3,0,차대차 - 측면직각충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,여,22세,상해없음,승용,남,32세
5241,2016년 4월 9일 14시,토요일,서울특별시 도봉구 도봉동,중상사고,0,1,4,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,승용,여,43세
5242,2016년 4월 9일 19시,토요일,서울특별시 관악구 신림동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 기타,기타,단일로 - 횡단보도상,이륜,남,18세,상해없음,보행자,여,3세
5243,2016년 4월 10일 18시,일요일,서울특별시 동대문구 휘경동,경상사고,0,0,1,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,16세,부상신고,보행자,여,4세
5244,2016년 4월 11일 08시,월요일,서울특별시 서대문구 북아현동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,보행자,여,10세
5245,2016년 4월 11일 10시,월요일,서울특별시 서대문구 연희동,경상사고,0,0,2,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,45세,상해없음,보행자,여,32세
5246,2016년 4월 11일 18시,월요일,서울특별시 동대문구 전농동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,56세,상해없음,보행자,여,12세
5247,2016년 4월 12일 18시,화요일,서울특별시 도봉구 창동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,38세,상해없음,보행자,남,8세
5248,2016년 4월 13일 13시,수요일,서울특별시 동작구 흑석동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,49세,상해없음,보행자,남,3세
5249,2016년 4월 13일 17시,수요일,서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,44세,상해없음,보행자,남,4세
5250,2016년 4월 13일 22시,수요일,서울특별시 관악구 신림동,경상사고,0,0,4,0,차대차 - 추돌,안전거리미확보,포장 - 기타,기타,기타 - 기타,승용,남,59세,상해없음,승용,남,38세
5251,2016년 4월 14일 08시,목요일,서울특별시 송파구 잠실동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,승용,여,39세
5252,2016년 4월 14일 17시,목요일,서울특별시 강북구 번동,경상사고,0,0,2,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,36세,기타불명,승합,남,56세
5253,2016년 4월 14일 19시,목요일,서울특별시 용산구 보광동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,원동기,남,20세,상해없음,보행자,남,9세
5254,2016년 4월 15일 14시,금요일,서울특별시 강동구 성내동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,48세,상해없음,보행자,남,7세
5255,2016년 4월 15일 15시,금요일,서울특별시 중구 남대문로5가,경상사고,0,0,6,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,56세,상해없음,승용,남,34세
5256,2016년 4월 15일 17시,금요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,43세,상해없음,보행자,남,7세
5257,2016년 4월 15일 17시,금요일,서울특별시 노원구 공릉동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,54세,상해없음,보행자,남,7세
5258,2016년 4월 16일 10시,토요일,서울특별시 마포구 노고산동,부상신고사고,0,0,0,1,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,기타불명,기타불명,기타불명,,,
5259,2016년 4월 16일 10시,토요일,서울특별시 관악구 신림동,경상사고,0,0,3,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,31세,상해없음,승용,남,33세
5260,2016년 4월 16일 14시,토요일,서울특별시 중구 남산동3가,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,45세,상해없음,승용,남,43세
5261,2016년 4월 16일 16시,토요일,서울특별시 구로구 신도림동,중상사고,0,1,1,1,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,47세,상해없음,승합,남,58세
5262,2016년 4월 16일 17시,토요일,서울특별시 강남구 청담동,부상신고사고,0,0,0,3,차대사람 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,보행자,여,11세
5263,2016년 4월 16일 22시,토요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 습기,비,단일로 - 기타,원동기,남,27세,상해없음,보행자,여,4세
5264,2016년 4월 17일 12시,일요일,서울특별시 강남구 개포동,중상사고,0,2,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,50세,중상,승용,여,46세
5265,2016년 4월 17일 15시,일요일,서울특별시 용산구 이태원동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,34세,상해없음,보행자,여,12세
5266,2016년 4월 17일 15시,일요일,서울특별시 마포구 성산동,중상사고,0,1,0,1,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,여,12세,부상신고,자전거,여,73세
5267,2016년 4월 17일 17시,일요일,서울특별시 관악구 신림동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,53세,상해없음,보행자,남,8세
5268,2016년 4월 18일 09시,월요일,서울특별시 영등포구 신길동,중상사고,0,1,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,화물,남,59세,상해없음,보행자,남,51세
5270,2016년 4월 18일 18시,월요일,서울특별시 영등포구 문래동6가,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 습기,비,단일로 - 기타,승용,남,53세,상해없음,보행자,남,8세
5271,2016년 4월 19일 08시,화요일,서울특별시 동대문구 전농동,경상사고,0,0,2,0,차대차 - 기타,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,23세,상해없음,승합,남,54세
5273,2016년 4월 19일 14시,화요일,서울특별시 송파구 오금동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,56세,상해없음,보행자,남,7세
5274,2016년 4월 20일 11시,수요일,서울특별시 관악구 신림동,중상사고,0,4,20,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,73세,상해없음,,,
5275,2016년 4월 20일 15시,수요일,서울특별시 중구 신당동,부상신고사고,0,0,0,2,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,기타불명,기타불명,기타불명,기타불명,보행자,여,8세
5276,2016년 4월 21일 15시,목요일,서울특별시 노원구 중계동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,47세,상해없음,보행자,남,64세
5277,2016년 4월 21일 17시,목요일,서울특별시 노원구 상계동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,60세,상해없음,보행자,남,6세
5278,2016년 4월 21일 18시,목요일,서울특별시 관악구 신림동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,49세,상해없음,보행자,여,10세
5281,2016년 4월 23일 09시,토요일,서울특별시 송파구 송파동,중상사고,0,1,6,0,차대차 - 측면직각충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,여,69세,경상,승용,여,41세
5282,2016년 4월 23일 10시,토요일,서울특별시 영등포구 여의도동,중상사고,0,3,0,2,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,54세,상해없음,승용,남,55세
5283,2016년 4월 23일 12시,토요일,서울특별시 중랑구 상봉동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,56세,기타불명,자전거,여,39세
